cord_uid,type,sentence,sentence_tagged
2wbgj2xb,full_text,109,run//VBD experiment//NN time//NNS report//VBD average//NN 
2wbgj2xb,full_text,110,result//NNS evaluation//NN table//NNS 
2wbgj2xb,full_text,111,table//NN set//VBP size//NN client//NN local//JJ contact//NN list//NN vary//VBP size//NN server//NN database//NN 
2wbgj2xb,full_text,112,table//NN set//VBP size//NN server//NN database//NN vary//VBP size//NN client//NN local//JJ contact//NN list//NN 
2wbgj2xb,full_text,113,result//NNS online//JJ phase//NN protocol//NN efficiently//RB complete//VBN party//NNS input//NN size//NNS party//NN significantly//RB large//JJ 
2wbgj2xb,full_text,114,note//NN server//NN need//VB run//VB offline//JJ algorithm//NN client//NN separately//RB 
2wbgj2xb,full_text,115,instead//RB server//NN use//VB offline//JJ computation//NN interaction//NN client//NN 
2wbgj2xb,full_text,116,client//NN conduct//VB offline//JJ step//NNS generate//VBZ local//JJ contact//NN list//NN 
2wbgj2xb,full_text,117,security//NN correctness//NN propose//VBN algorithm//NN depend//VBZ security//NN correctness//NN original//JJ algorithm//NN 
2wbgj2xb,full_text,118,refer//VBP security//NN correctness//NN propose//VBN algorithm//NN 
2wbgj2xb,full_text,119,section//NN discuss//VBP extension//NN propose//VBN algorithm//NN prevent//VBP malicious//JJ individual//NN modify//VBG local//JJ contact//NN history//NN 
2wbgj2xb,full_text,120,discuss//VBP potential//JJ additional//JJ feature//NNS propose//VBN technique//NN 
2wbgj2xb,full_text,121,discuss//VBN malicious//JJ individual//NN temper//VB local//JJ contact//NN history//NN learn//VB diagnosis//NN target//NN individual//NNS 
2wbgj2xb,full_text,122,prevent//VB option//NN record//VB contact//NN corresponding//JJ digital//JJ signature//NN centralized//JJ authority//NN telecom//NN operator//NN discuss//VBN section//NN 
2wbgj2xb,full_text,123,describe//VBP signature//NNS compute//VBG intersection//NN individual//NN health//NN authority//NN database//NN 
2wbgj2xb,full_text,124,propose//VBP authorize//VBN private//JJ set//NN intersection//NN apsi//NN protocol//NN entry//NNS local//JJ contact//NN history//NN individual//NN digitally//RB sign//VBN centralized//JJ authority//NN validity//NN signature//NNS verify//VBN health//NN authority//NN protocol//NN 
2wbgj2xb,full_text,125,discuss//VBP detail//NNS protocol//NN following//NN 
2wbgj2xb,full_text,126,figure//NN illustrate//VBZ detail//NNS protocol//NN individual//JJ client//NN health//NN authority//NN server//NN setting//NN 
2wbgj2xb,full_text,127,common//JJ input//NN n//NN e//NN g//NN h//NN h//NN determine//VBN protocol//NN 
2wbgj2xb,full_text,128,n//NN pq//NN rsa//NN modulus//NN p//NN q//NN safe//JJ prime//NNS 
2wbgj2xb,full_text,129,e//LS public//JJ exponent//NN 
2wbgj2xb,full_text,130,g//NN random//JJ element//NN z//NN n//NN 
2wbgj2xb,full_text,131,h//NN h//NN hash//NN function//NNS model//VBN random//JJ oracle//NNS 
2wbgj2xb,full_text,132,computation//NNS mod//JJ server//VBP client//NN input//NN set//NNS protocol//NN 
2wbgj2xb,full_text,133,addition//NN set//NNS client//NN list//NN rsa//NN signature//NNS σ//NN σ//NN d//FW mod//JJ n//NN step//NNS figure//NN 
2wbgj2xb,full_text,134,offline//JJ step//NN server//NN permute//VBZ input//NN list//NN mask//VBZ input//NN 
2wbgj2xb,full_text,135,server//NN apply//VBZ function//NN h//NN list//NN input//NN element//NNS exponentiate//VBZ element//NN randomness//NN s//NNS 
2wbgj2xb,full_text,136,hash//NN function//NN h//NN apply//VBN list//NN obtain//VB ts//IN j//NN value//NNS step//NN figure//NN 
2wbgj2xb,full_text,137,value//NNS send//VBN client//NN 
2wbgj2xb,full_text,138,online//JJ step//NN client//NN mask//NNS σ//IN multiply//VBG g//NN r//NN c//NN r//NN c//NN randomness//NN step//NN figure//NN 
2wbgj2xb,full_text,139,client//NN send//VBZ result//VBG list//NN contain//VBZ value//NNS server//NN 
2wbgj2xb,full_text,140,server//NN online//JJ step//NN server//NN compute//VBZ y//NN g//NN s//NNS 
2wbgj2xb,full_text,141,server//NN exponentiate//VBZ value//NNS s//NNS obtain//VBZ list//NN step//NN figure//NN 
2wbgj2xb,full_text,142,server//NN send//VBZ y//NN client//NN 
2wbgj2xb,full_text,143,step//NN client//NN obtain//VBZ tc//NN value//NNS apply//VBG function//NN h//NN product//NN y//NN c//NN 
2wbgj2xb,full_text,144,order//NN size//NN intersection//NN client//NN find//VBZ match//NNS list//NNS ts//IN j//NN tc//NN step//NN figure//NN 
2wbgj2xb,full_text,145,step//NN notification//NN generate//VBN base//VBN output//NN apsi//NN 
2wbgj2xb,full_text,146,base//VBN evaluation//NN result//NNS report//VBN database//NN size//NN health//NN authority//NN million//CD local//JJ contact//NN history//NN individual//NN offline//JJ protocol//NN take//VBZ minute//NNS health//NN authority//NN protocol//NN individual//NNS offline//JJ time//NN individual//JJ take//VBZ negligible//JJ time//NN ii//LS online//JJ protocol//NN take//VBZ millisecond//NNS health//NN authority//NN individual//NN iii//LS computation//NN cost//NN online//JJ scale//NNS linearly//RB size//NN individual//NN local//JJ contact//NN history//NN iv//LS communication//NN cost//NNS individual//NN health//NN authority//NN gb//NN respectively//RB 
2wbgj2xb,full_text,147,worth//JJ note//VBG communication//NN cost//NN individual//JJ scale//NNS linearly//RB size//NN individual//NN local//JJ contact//NN history//NN health//NN authority//NN send//VB message//NN individual//NNS need//VB send//VB separate//JJ gb//NN datum//NNS individual//JJ communication//NN cost//NN health//NN authority//NN optimize//VBN 
2wbgj2xb,full_text,148,propose//VBN technique//NN provide//VB whereabout//NNS diagnose//VBN individual//NNS 
2wbgj2xb,full_text,149,have//VBG healthy//JJ individual//NNS know//VB location//NNS stay//VB away//RB give//VBN time//NN 
2wbgj2xb,full_text,150,fact//NN approach//NN country//NNS recent//JJ coronavirus//NN disease//NN pandemic//JJ 
2wbgj2xb,full_text,151,believe//VBP usage//NN system//NN cause//VB social//JJ chaos//NN result//VB deanonymization//NN diagnose//VBN patient//NNS identity//NNS information//NN share//VBN way//NN 
2wbgj2xb,full_text,152,prefer//VBP include//VB functionality//NN propose//VBN system//NN 
2wbgj2xb,full_text,153,paper//NN propose//VBN technique//NN control//VB spread//NN virus//NN population//NN 
2wbgj2xb,full_text,154,propose//VBN technique//NN base//VBN private//JJ set//NN intersection//NN physical//JJ contact//NN history//NNS individual//NNS record//VBN smart//JJ phone//NNS centralized//JJ database//NN run//NN health//NN authority//NN keep//VBZ identity//NNS positive//JJ diagnose//VBN patient//NNS disease//NN 
2wbgj2xb,full_text,155,show//VBN individual//NNS receive//VB warning//NN message//NNS indicate//VBG previous//JJ contact//NNS positive//JJ diagnose//VBN patient//NN result//NN propose//VBN technique//NN 
2wbgj2xb,full_text,156,party//NNS involve//VBP protocol//NN obtain//VBP sensitive//JJ information//NN 
2wbgj2xb,full_text,157,believe//VBP propose//VBN scheme//NN efficiently//RB help//VB country//NNS control//VBP spread//NN virus//NN way//NN Figure//NNP detail//NNS apsi//NN base//VBN protocol//NN individual//JJ client//NN health//NN authority//NN server//NN 
2wbgj2xb,full_text,158,violate//VBG privacy//NN citizen//NNS 
hpn1ovgo,full_text,0,compare//VB incomparable//JJ pneumonia//NN disease//NN Editor//NNP coronavirus//NN disease//NN pandemic//JJ overwhelming//JJ healthcare//NN system//NNS worldwide//RB 
hpn1ovgo,full_text,1,evidence//NN randomised//JJ clinical//JJ trial//NNS potential//JJ therapy//NN improve//NNS outcome//VBP pneumonia//NN therapeutic//JJ strategy//NNS base//VBN progressively//RB increase//VBG knowledge//NN clinical//JJ presentation//NN disease//NN 
hpn1ovgo,full_text,2,clinician//NNS find//VBN clinical//JJ feature//NNS pneumonia//NN similar//JJ pulmonary//JJ oedema//NN HAPE//NNS theory//NN amplify//VBN social//JJ medium//NNS 
hpn1ovgo,full_text,3,question//VBP relationship//NN 
hpn1ovgo,full_text,4,pneumonia//NN show//VBZ diffuse//JJ alveolar//JJ damage//NN airway//NN inflammation//NN reflect//VBG true//JJ pathology//NN show//VBN report//NN pathological//JJ finding//NNS autopsy//NNS decedent//NNS publish//VBN beginning//NN April//NNP 
hpn1ovgo,full_text,5,end//NN February//NNP clinician//NNS northern//JJ Italy//NNP european//JJ country//NNS face//VBN management//NN hundred//NNS critically//RB ill//JJ patient//NNS similarly//RB colleague//NNS 
hpn1ovgo,full_text,6,patient//NNS pneumonia//NN require//VBP hospitalisation//NN intensive//JJ care//NN meet//VBP acute//JJ respiratory//JJ distress//NN syndrome//NN ards//NN criterion//NNS specify//VBN Berlin//NNP definition//NN unusual//JJ clinical//JJ manifestation//NN 
hpn1ovgo,full_text,7,hypoxaemia//NN main//JJ characteristic//NN patient//NNS pneumonia//NN ards//NN patient//NNS run//VBP unusual//JJ course//NN disease//NN specific//JJ abnormality//NNS chest//JJ imaging//NN 
hpn1ovgo,full_text,8,patient//NNS dissociation//NN relatively//RB lung//NN mechanic//NNS severity//NN hypoxaemia//NN 
hpn1ovgo,full_text,9,contrast//NN classic//JJ ards//NN lung//NN volume//NN dead//JJ space//NN patient//NNS normal//JJ consolidation//NNS absent//JJ pulmonary//JJ chest//JJ wall//NN elastance//NN preserve//VBD severe//JJ capillary//JJ leak//NN dominate//VBZ initial//JJ phase//NN 
hpn1ovgo,full_text,10,severe//JJ leak//NN secondary//JJ inflammation//NN endothelial//JJ cell//NN injury//NN direct//JJ cell//NN destruction//NN subject//NN ongoing//JJ trial//NNS 
hpn1ovgo,full_text,11,gattinoni//NN et//FW hypothesise//VBN different//JJ phenotype//NNS pneumonia//NN phenotype//NN l//NN characterise//VBN low//JJ elastance//NN low//JJ recruitability//NN low//JJ response//NN positive//JJ pressure//NN peep//NN low//JJ matching//NN phenotype//NN h//NN similar//JJ classic//JJ ards//NN high//JJ elastance//NN high//JJR shunt//NN high//JJ recruitability//NN high//JJR peep//NN response//NN 
hpn1ovgo,full_text,12,despite//IN assumption//NN patient//NNS progress//VB phenotype//NN l//NN phenotype//NN h//NN time//NN evolution//NN evidence//NN need//VBN prove//VB hypothesis//NN 
hpn1ovgo,full_text,13,assumption//NN clinical//JJ feature//NNS pneumonia//NN similar//JJ HAPE//NNP rely//VB initial//JJ clinical//JJ presentation//NN patient//NNS show//VBG profound//JJ hypoxaemia//NN respiratory//JJ distress//NN similar//JJ patient//NNS acute//JJ disease//NN chemoreceptor//NN dysfunction//NN 
hpn1ovgo,full_text,14,hape//NN pulmonary//JJ oedema//NN cause//VBN exaggerated//JJ hypoxic//JJ pulmonary//JJ vasoconstriction//NN abnormally//RB high//JJ pulmonary//JJ artery//NN pressure//NN capillary//JJ pressure//NN 
hpn1ovgo,full_text,15,high//JJ pressure//NNS lead//VBP haemorrhagic//JJ alveolar//JJ capillary//JJ leak//NN early//JJR stage//NNS disease//NN 
hpn1ovgo,full_text,16,time//NN haemorrhagic//JJ alveolar//JJ capillary//JJ leak//NN evoke//VB secondary//JJ inflammatory//JJ response//NN hape//NN patient//NNS 
hpn1ovgo,full_text,17,pathogenesis//NN disease//NNS hape//NN pneumonia//NN clearly//RB different//JJ despite//IN similarity//NNS clinical//JJ feature//NNS chest//JJ imaging//NN bronchoalveolar//JJ lavage//NN finding//NNS later//JJ stage//NNS recently//RB emphasise//VBN luks//NN et//FW 
hpn1ovgo,full_text,18,different//JJ pathogenesis//NN adoption//NN prevention//NN treatment//NN strategy//NNS HAPE//NNP treatment//NN patient//NNS pneumonia//NN lead//VB potential//JJ pitfall//NNS 
hpn1ovgo,full_text,19,patient//NNS pneumonia//NN require//VBP intensive//JJ care//NN HAPE//NNP condition//NN need//VBZ intensive//JJ care//NN reverse//VBN oxygen//NN administration//NN exposure//NN relatively//RB hyperbaric//JJ environment//NN transfer//NN low//JJR altitude//NN 
hpn1ovgo,full_text,20,use//NN pneumonia//NN viral//JJ infection//NN pulmonary//JJ oedema//NN oedema//NN 
hpn1ovgo,full_text,21,clinician//NNS find//VBN clinical//JJ feature//NNS similar//JJ 
hpn1ovgo,full_text,22,important//JJ clarify//VB misconception//NNS prevent//VB erroneous//JJ treatment//NN strategy//NNS supplemental//JJ oxygen//NN pneumonia//NN counteract//VB underlying//JJ pathogenic//JJ mechanism//NNS way//NN HAPE//NNP increase//VBZ oxygen//NN availability//NN 
hpn1ovgo,full_text,23,systemic//JJ pulmonary//JJ vasodilator//NNS nifedipine//NN inhibitor//NNS critically//RB worsen//VBN perfusion//NN mismatch//NN cause//VB hypotension//NN patient//NNS hypoxic//JJ pulmonary//JJ vasoconstriction//NN like//IN HAPE//NNP dysregulation//NN lung//NN perfusion//NN impaired//JJ hypoxic//JJ vasoconstriction//NN 
hpn1ovgo,full_text,24,despite//IN established//JJ role//NN prevention//NN treatment//NN HAPE//NNP corticosteroid//NN use//NN pneumonia//NN debate//NN scientific//JJ community//NN currently//RB advise//VBN World//NNP Health//NNP Organization//NNP 
hpn1ovgo,full_text,25,consider//VBP important//JJ clarify//VB misconception//NNS order//NN prevent//VB spreading//NN erroneous//JJ treatment//NN strategy//NNS care//VBG patient//NNS 
hpn1ovgo,full_text,26,disease//NN report//VBN affect//VB area//NNS interestingly//RB spread//NN disease//NN certain//JJ area//NNS northern//JJ Italy//NNP start//VBN village//NNS mountainous//JJ area//NNS popular//JJ tourist//NNS 
hpn1ovgo,full_text,27,implicate//VB coincidence//NN disease//NNS 
hpn1ovgo,full_text,28,clinician//NNS focus//VB development//NN therapeutic//JJ strategy//NNS base//VBN pathogenesis//NN disease//NN remember//VB pneumonia//NN viral//JJ infection//NN primarily//RB lead//VBG diffuse//JJ alveolar//JJ damage//NN airway//NN inflammation//NN 
b9kf2s7w,abstract,0,canine//NN respiratory//JJ coronavirus//NN crcov//NN identify//VBN member//NN Coronaviridae//NNP family//NN 
b9kf2s7w,abstract,1,virus//NN betacoronavirus//NN close//JJ relative//NN human//JJ coronavirus//NN bovine//JJ coronavirus//NN 
b9kf2s7w,abstract,2,examine//VBD entry//NN crcov//NN human//JJ rectal//JJ tumor//NN cell//NNS g//NN cell//NN line//NN analyze//VBG single//JJ virus//NN particle//NNS cellular//JJ marker//NNS presence//NN absence//NN chemical//JJ inhibitor//NNS pathway//NNS potentially//RB involve//VBN virus//NN entry//NN 
b9kf2s7w,abstract,3,target//VBD pathway//NNS sirna//NN 
b9kf2s7w,abstract,4,result//NNS virus//NN hijack//NNS endocytosis//NN enter//VB cell//NNS endocytic//JJ internalization//NN 
b9kf2s7w,abstract,5,
b9kf2s7w,abstract,6,article//NN distribute//VBN term//NNS Creative//NNP Commons//NNPS Attribution//NNP International//NNP License//NNP iveco//NN mmon//NNS permit//VBZ unrestricted//JJ use//NN distribution//NN reproduction//NN medium//NN provide//VBN appropriate//JJ credit//NN original//JJ source//NN provide//VBP link//NN Creative//NNP Commons//NNPS license//NN indicate//VBP change//NNS 
b9kf2s7w,abstract,7,creative//JJ Commons//NNPS Public//NNP Domain//NNP Dedication//NNP waiver//NN 
b9kf2s7w,full_text,0,coronaviruse//NNS envelop//VBN rna//NN virus//NNS belong//VBG family//NN Coronaviridae//NNP order//NN nidovirale//NNS 
b9kf2s7w,full_text,1,base//VBN property//NNS family//NN divide//VBN distinct//JJ genus//NN alpha//NN beta//NN delta//NN gamma//NN 
b9kf2s7w,full_text,2,coronaviruse//NNS infect//VBP wide//JJ variety//NN bird//NNS mammal//NNS include//VBG human//NNS livestock//NN companion//NN animal//NNS 
b9kf2s7w,full_text,3,human//JJ coronaviruse//NNS hcovs//NN associate//VBN mainly//RB relatively//RB mild//JJ upper//JJ low//JJR respiratory//JJ tract//NN disease//NN emergence//NN severe//JJ acute//JJ respiratory//JJ syndrome//NN coronavirus//NN winter//NN China//NNP recently//RB Middle//NNP East//NNP respiratory//JJ syndrome//NN coronavirus//NN Middle//NNP East//NNP demonstrate//VBZ potential//JJ threat//NN pose//VBN zoonotic//JJ coronaviruse//NNS 
b9kf2s7w,full_text,4,canine//NN respiratory//JJ coronavirus//NN crcov//NN identify//VBN sample//NNS obtain//VBN respiratory//JJ tract//NNS dog//NNS canine//NN infectious//JJ respiratory//JJ disease//NN cird//NN know//VBN kennel//NN cough//NN house//VBN animal//JJ shelter//NNS United//NNP Kingdom//NNP 
b9kf2s7w,full_text,5,cird//NN contagious//JJ disease//NN high//JJ morbidity//NN low//JJ mortality//NN usually//RB occur//VBZ densely//RB housed//JJ dog//NN population//NNS rehome//VBG center//NNS veterinary//JJ hospital//NNS 
b9kf2s7w,full_text,6,characterize//VBN dry//JJ hacking//NN cough//NN disease//NN generally//RB mild//JJ 
b9kf2s7w,full_text,7,progress//VB potentially//RB fatal//JJ bronchopneumonia//NN 
b9kf2s7w,full_text,8,cird//NN consider//VBN complex//JJ infection//NN multifactorial//JJ etiology//NN number//NN organism//NNS include//VBG bordetella//NN bronchiseptica//NN canine//NN parainfluenza//NN virus//NN canine//NN adenovirus//NN type//NN canine//NN herpesvirus//NN mycoplasma//NN spp//NN canine//NN pneumovirus//NN influenza//NN virus//NNS involve//VBN 
b9kf2s7w,full_text,9,believe//VBN crcov//NN play//VBZ role//NN early//JJ stage//NNS cird//NN limit//VBG ciliary//JJ clearance//NN upper//JJ airway//NNS 
b9kf2s7w,full_text,10,consequently//RB infection//NN lead//VBZ reduce//VBN respiratory//JJ clearance//NN sensitization//NN secondary//JJ infection//NNS 
b9kf2s7w,full_text,11,crcov//NN closely//RB related//JJ betacoronaviruse//NNS bovine//JJ coronavirus//NN bcov//NN nucleotide//NN identity//NN spike//JJ gene//NN bcov//NN report//VBN erle//NNS et//FW clearly//RB distinct//JJ Canine//NNP Enteric//NNP Coronavirus//NNP cecov//NN previously//RB know//VBN Canine//NNP Coronavirus//NNP 
b9kf2s7w,full_text,12,crcov//NN difficult//JJ pathogen//NN work//VB confirm//VBN susceptible//JJ cell//NN line//NN human//JJ rectal//JJ tumor//NN cell//NN line//NN derivative//JJ g//NN 
b9kf2s7w,full_text,13,canine//NN cell//NN line//NN support//VBZ replication//NN virus//NN 
b9kf2s7w,full_text,14,furthermore//RB crcov//NN produce//VB cytopathic//JJ effect//NN cell//NNS 
b9kf2s7w,full_text,15,initiate//VB infection//NN envelop//VBD virus//NNS fuse//VBP host//NN cell//NN membrane//NN prior//RB deliver//VBG genetic//JJ material//NN 
b9kf2s7w,full_text,16,process//NN occur//VB cell//NN surface//NN human//JJ immunodeficiency//NN virus//NN herpes//NN simplex//NN virus//NN prior//JJ internalization//NN require//VBN 
b9kf2s7w,full_text,17,enter//VB cell//NN virus//NNS hijack//VBP number//NN different//JJ endocytic//JJ pathway//NNS include//VBG macropinocytosis//NN route//NNS 
b9kf2s7w,full_text,18,example//NN use//VBZ lipid//NN entry//NN pathway//NNS 
b9kf2s7w,full_text,19,addition//NN feline//JJ infectious//JJ peritonitis//NN virus//NN fipv//NN use//VBZ endocytic//JJ route//NNS use//VBZ endocytosis//NN 
b9kf2s7w,full_text,20,furthermore//RB human//JJ respiratory//JJ coronaviruse//NNS utilize//VB protease//NN activation//NN modulate//VB route//NN entry//NN 
b9kf2s7w,full_text,21,generally//RB endocytic//JJ pathway//NNS vesicle//NNS form//VBN interaction//NN certain//JJ protein//NN network//NNS 
b9kf2s7w,full_text,22,early//JJ vesicle//NNS provide//VBP starting//NN point//NN trafficking//NN lead//VBZ endosome//VB maturation//NN allow//VBZ sorting//NN incoming//JJ cargo//NN 
b9kf2s7w,full_text,23,internalized//JJ vesicle//NNS recycle//VBN cell//NN surface//NN convert//VBN example//NN lysosome//NNS 
b9kf2s7w,full_text,24,sorting//NN cargo//NN regulate//VBN rab//NN gtpase//NNS serve//VBP molecular//JJ hallmark//NNS different//JJ route//NNS 
b9kf2s7w,full_text,25,study//VBD internalization//NN crcov//NN g//NN cell//NNS 
b9kf2s7w,full_text,26,result//NNS clearly//RB demonstrate//VBD crcov//NN entry//NN g//NN cell//NNS require//VBZ endocytic//JJ internalization//NN prior//JJ membrane//NN fusion//NN process//NN require//VBZ dynamin//NN 
b9kf2s7w,full_text,27,furthermore//RB fusion//NN viral//JJ cellular//JJ membrane//NNS occur//VBZ endosome//NN progress//NNS late//JJ phase//NN 
b9kf2s7w,full_text,28,g//NN atcc//NN cell//NNS derivative//NN atcc//NN ileocecal//JJ colorectal//JJ adenocarcinoma//NN maintain//VBN dulbecco//NN mem//NN Life//NNP Technologies//NNP Poland//NNP supplement//VBD fetal//JJ bovine//JJ serum//NN life//NN technology//NNS penicillin//NN streptomycin//NN ciprofloxacin//NN 
b9kf2s7w,full_text,29,cell//NNS culture//VBN c//NN 
b9kf2s7w,full_text,30,virus//NN stock//NN canine//NN respiratory//JJ coronavirus//NN strain//NN prepare//VBN infect//VBG g//NN cell//NNS monolayer//NNS collect//VBG supernatant//JJ day//NNS pi//NN 
b9kf2s7w,full_text,31,obtain//VBN stock//NN aliquote//VBN store//VBN c//NN 
b9kf2s7w,full_text,32,control//NN cell//NNS prepare//VBN manner//NN 
b9kf2s7w,full_text,33,virus//NN yield//NN estimate//VBN titration//NN confluent//JJ g//NN cell//NNS accord//VBG method//NN Reed//NNP Muench//NNP 
b9kf2s7w,full_text,34,CPE//NNP visible//JJ cell//NNS infect//VBN c//NN day//NNS fix//VBN immunostaine//VBN detect//VB cell//NNS 
b9kf2s7w,full_text,35,study//NNS stock//NNS concentrate//VBN Amicon//NNP Ultra//NNP Centrifugal//NNP Filters//NNP Merck//NNP cutoff//NN aliquote//VBN store//VBD c//NN 
b9kf2s7w,full_text,36,dmem//NN supplement//VBD penicillin//NN streptomycin//NN follow//VBG chemical//JJ inhibitor//NNS µm//NN amtd//NN Poland//NNP Pitstop//NNP µm//NN abcam//NN chlorpromazine//NN µm//NN filipin//NN iii//CD nystatin//NN mm//NN mβcd//NN µm//NN eipa//NN µm//NN wortmannin//NN µm//NN Calbiochem//NNP dynasore//NN µm//NN abcam//NN iminodyn//RB µm//NN abcam//NN mitmab//NN µm//NN abcam//NN ammonium//NN chloride//NN mm//NN bioshop//NN bafilomycin//NN nm//NN cytochalasin//NN d//NN µm//NN jasplakinolide//NN µm//NN Calbiochem//NNP nocodazole//NN μm//NN cell//NN permeable//JJ rho//NN inhibitor//NN Cytoskeleton//NNP trihydrochloride//NN μm//NN dihydrochloride//NN μm//NN ketone//NN μm//NN Santa//NNP Cruz//NNP Biotechnology//NNP pretreat//VB g//NN cell//NNS h//NN c//NN 
b9kf2s7w,full_text,37,cell//NNS pretreate//VBN chemical//JJ inhibitor//NNS h//NN c//NN list//NN additional//JJ file//NN expose//VBN virus//NN tissue//NN culture//NN infectious//JJ dose//NN presence//NN inhibitor//NNS 
b9kf2s7w,full_text,38,hour//NNS pi//NN cell//NNS wash//VBN pbs//NN twice//RB remove//VB unbound//JJ virus//NN medium//NN fresh//JJ inhibitor//NNS add//VBN 
b9kf2s7w,full_text,39,day//NNS pi//NN cell//NNS harvest//VBN analysis//NN 
b9kf2s7w,full_text,40,cell//NN viability//NN test//VBN day//NN pi//NN xtt//NN base//VBN cell//NN proliferation//NN kit//NN Biological//NNP Industries//NNPS accord//VBG manufacturer//NN instruction//NNS 
b9kf2s7w,full_text,41,cell//NNS treat//VBN inhibitor//NNS harvest//VBN day//NN pi//NN trypsinization//NN centrifuge//VBN min//NN g//NN wash//VBN pbs//NN fix//VBN formalin//NN pbs//NN min//NN room//NN temperature//NN rt//NN permeabilize//VBD Triton//NNP pbs//NN min//NN rt//NN bioshop//NN 
b9kf2s7w,full_text,42,unspecific//JJ bind//VBG site//NNS block//VBN bovine//JJ serum//NN albumin//NN bsa//NN bioshop//NN pbs//NN h//NN rt//NN prior//JJ staining//NN 
b9kf2s7w,full_text,43,cell//NNS incubate//VBN antibody//NN strain//NN Merck//NNP h//NN secondary//JJ Alexa//NNP Fluor//NNP goat//NN antibody//NN Thermo//NNP Scientific//NNP Poland//NNP cell//NNS wash//VBN resuspend//VBN pbs//NN analyze//VBN flow//NN cytometry//NN facscalibur//NN Becton//NNP Dickinson//NNP 
b9kf2s7w,full_text,44,cell//NNS culture//VBN coverslip//NNS plate//NN h//NN wash//VBN pbs//NN incubate//VBN concentrated//JJ crcov//NN c//NN min//NN subsequently//RB incubate//VBN c//NN min//NN 
b9kf2s7w,full_text,45,coverslip//NNS wash//VBN thrice//NN pbs//NN fix//VBN formalin//NN min//NN permeabilize//VBN bioshop//NN min//NN state//VBN 
b9kf2s7w,full_text,46,unspecific//JJ bind//VBG site//NNS block//VBN bsa//NN pbs//NN c//NN overnight//RB prior//RB staining//NN 
b9kf2s7w,full_text,47,visualization//NN crcov//NN particle//NNS antibody//NN strain//NN h//NN rt//NN Merck//NNP couple//VBN goat//NN Alexa//NNP Fluor//NNP antibody//NN h//NN rt//NN Thermo//NNP Scientific//NNP 
b9kf2s7w,full_text,48,visualize//VB host//NN cell//NN protein//NNS cell//NNS block//VBN fbs//NN pbs//NN c//NN overnight//RB incubate//VBD h//NN rt//NN follow//VBG antibody//NNS antibody//NN Santa//NNP Cruz//NNP Biotechnology//NNP clathrin//NN hc//NN antibody//NN Santa//NNP Cruz//NNP Biotechnology//NNP antibody//NN Santa//NNP Cruz//NNP Biotechnology//NNP rab//NN antibody//NN Santa//NNP Cruz//NNP Biotechnology//NNP endophilin//NN antibody//NN Santa//NNP Cruz//NNP Biotechnology//NNP rab//NN antibody//NN Proteintech//NNP lamp//NN antibody//NN Thermo//NNP Scientific//NNP couple//VBN secondary//JJ goat//NN Alexa//NNP Fluor//NNP Thermo//NNP Scientific//NNP 
b9kf2s7w,full_text,49,signal//NN specificity//NN verify//VBN isotype//NN control//NN normal//JJ rabbit//NN igg//NN normal//JJ goat//NN igg//NN Santa//NNP Cruz//NNP Biotechnology//NNP 
b9kf2s7w,full_text,50,follow//VBG cell//NNS wash//VBN thrice//NN pbs//NN 
b9kf2s7w,full_text,51,nuclear//JJ dna//NN stain//VBN dapi//NN 
b9kf2s7w,full_text,52,stain//VBN coverslip//NNS mount//VBN glass//NN slide//NNS Prolong//NNP Diamond//NNP medium//NN Thermo//NNP Scientific//NNP 
b9kf2s7w,full_text,53,fluorescent//JJ image//NNS acquire//VBN Zeiss//NNP LSM//NNP confocal//JJ microscope//NN Carl//NNP Zeiss//NNP Microscopy//NNP gmbh//NN 
b9kf2s7w,full_text,54,cell//NNS pretreate//VBN chemical//JJ inhibitor//NNS incubate//VBN concentrated//JJ crcov//NN presence//NN inhibitor//NNS c//NN hour//NNS pi//NN cell//NNS wash//VBN pbs//NN twice//RB remove//VB unbound//JJ virus//NN fix//VBN formalin//NN pbs//NN min//NN rt//NN permeabilize//VBD 
b9kf2s7w,full_text,55,unspecific//JJ bind//VBG site//NNS block//VBN bsa//NN pbs//NN c//NN overnight//RB prior//RB staining//NN 
b9kf2s7w,full_text,56,crcov//NN visualize//VBN antibody//NN strain//NN h//NN rt//NN Merck//NNP couple//VBN goat//NN Alexa//NNP Fluor//NNP antibody//NN h//NN rt//NN Thermo//NNP Scientific//NNP 
b9kf2s7w,full_text,57,study//NN Phalloidin//NNP h//NN rt//NN Thermo//NNP Scientific//NNP label//VBN actin//NN cortex//NN assume//VBN indicate//VB cell//NN surface//NN 
b9kf2s7w,full_text,58,nuclear//JJ dna//NN stain//VBN dapi//NN coverslip//NNS mount//VBN glass//NN slide//NNS Prolong//NNP Diamond//NNP medium//NN 
b9kf2s7w,full_text,59,cell//NNS infect//VBN crcov//NN h//NN incubation//NN unbound//JJ virus//NN wash//VBN pbs//NN cell//NNS overlay//VBN culture//NN medium//NN contain//VBG chemical//JJ inhibitor//NNS 
b9kf2s7w,full_text,60,day//NNS pi//NN cell//NNS harvest//VBN analysis//NN 
b9kf2s7w,full_text,61,cell//NNS infect//VBN crcov//NN h//NN incubation//NN c//NN unbound//JJ virus//NN wash//VBN pbs//NN cell//NNS overlay//VBN culture//NN medium//NN contain//VBG ketone//NN 
